"","Última Execução","Álbum Artista","Album","Artista","Título","Ano","classificação","Gênero","Compositor","Agrupar","Faixa #","Nota","BPM","Duração","Bit rate","ReplayGain","","Data Adicionada","LOCALIZAÇÃO","Comentário","Color"
"0","","","Innocent (feat. Fireboy DML)","Mayorkun/Fireboy DML","Innocent (feat. Fireboy DML)","2024","0","","","","","6B","114.0231","2:52","192","-4.97434 dB","mp3","2025-08-03T17:03:36.287","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Innocent (feat. Fireboy DML).mp3","",""
"0","","","Fi Kan We Kan","Bnxn, Rema","Fi Kan We Kan - Bnxn, Rema","","0","","","","","11B","154.9167","2:38","128","-8.84773 dB","mp3","2025-08-03T17:03:36.301","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Fi Kan We Kan - Bnxn.mp3","SpotiDown.App (Spotify Music Downloader)",""
"0","","","Canto Coral Afrobrasileiro","Os Tincoãs","Pelebé Nitobé","2023","0","","","","","10B","95.0000","2:36","320","-3.89734 dB","mp3","2025-08-03T17:03:36.315","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Pelebé Nitobé.mp3","",""
"0","","","SSA","Sant/Luedji Luna/VANDAL/LP Beatzz/ajcookin","SSA","2023","0","","","","","12A","103.0000","3:41","320","-9.25031 dB","mp3","2025-08-03T17:03:36.329","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sant - SSA.mp3","",""
"1","2025-09-07T12:46:25.000","","Rabetão","Young Piva","Rabetão","2024","0","","","","","3B","118.0000","2:31","192","-3.2575 dB","mp3","2025-08-03T17:03:36.369","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Rabetão.mp3","",""
"1","2025-09-07T12:43:33.000","","Canto Coral Afrobrasileiro","Os Tincoãs","Lamento às águas","2023","0","","","","","3A","136.0000","3:10","192","-4.73739 dB","mp3","2025-08-03T17:03:36.383","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Lamento às águas.mp3","",""
"0","","","Timeless","Davido/FAVE","KANTE (feat. Fave)","2023","0","","","","","11A","99.0000","3:22","192","-8.27693 dB","mp3","2025-08-03T17:03:36.397","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/KANTE (feat. Fave).mp3","",""
"0","","","Komasava (Comment Ça Va)","Diamond Platnumz/Khalil Harrison/Chley","Komasava (Comment Ça Va)","2024","0","","","","","2A","113.0000","4:36","192","-9.35919 dB","mp3","2025-08-03T17:03:36.410","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Komasava (Comment Ça Va).mp3","",""
"0","","","Life is Eazi, Vol. 1 - Accra To Lagos","Mr Eazi","Leg Over","2017","0","","","","","11B","98.0000","3:24","192","-10.4144 dB","mp3","2025-08-03T17:03:36.424","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Leg Over.mp3","",""
"0","","","RAVAGE","Rema","Don't Leave","2023","0","","","","","4A","105.0000","3:05","192","-9.18152 dB","mp3","2025-08-03T17:03:36.438","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Don't Leave.mp3","",""
"0","","","Timeless","Davido","FEEL","2023","0","","","","","10B","112.0000","3:35","192","-6.88842 dB","mp3","2025-08-03T17:03:36.452","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/FEEL.mp3","",""
"0","","","HEIS","Rema","VILLAIN","2024","0","","","","","3A","114.0000","2:49","192","-7.58068 dB","mp3","2025-08-03T17:03:36.466","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/VILLAIN.mp3","",""
"1","2025-09-07T12:42:39.000","","IBORU","Marcelo D2/Lucinha Pessoa","TAMBOR DE AÇO.","2023","0","","","","","4A","130.0000","2:13","192","-8.03272 dB","mp3","2025-08-03T17:03:36.479","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/TAMBOR DE AÇO..mp3","",""
"0","","","Yah Yah Yah","Officixl Rsa/Mid9t/Benzoo/De-papzo/Papiino SA","Yah Yah Yah","2023","0","","","","","11A","112.0000","7:09","192","-2.00868 dB","mp3","2025-08-03T17:03:36.492","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Yah Yah Yah.mp3","",""
"0","","","Hamba Wena","Deep London/Boohle","Hamba Wena","2022","0","","","","","10A","113.0000","4:09","192","-4.3698 dB","mp3","2025-08-03T17:03:36.506","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hamba Wena.mp3","",""
"0","","","Drift (Remix)","Teejay/Davido","Drift (Remix)","2023","0","","","","","7A","100.0000","3:31","192","-7.91842 dB","mp3","2025-08-03T17:03:36.519","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Drift (Remix).mp3","",""
"0","","","JUJU (feat. Shallipopi)","Smur Lee/ODUMODUBLVCK/Shallipopi","JUJU (feat. Shallipopi)","2024","0","","","","","12A","113.0000","2:38","192","-8.0932 dB","mp3","2025-08-03T17:03:36.533","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/JUJU (feat. Shallipopi).mp3","",""
"0","","","RAVAGE","Rema","Smooth Criminal","2023","0","","","","","7A","118.0000","3:15","192","-9.24729 dB","mp3","2025-08-03T17:03:36.547","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Smooth Criminal.mp3","",""
"0","","","HEIS","Rema","NOW I KNOW","2024","0","","","","","10A","105.0000","2:36","192","-9.29175 dB","mp3","2025-08-03T17:03:36.561","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/NOW I KNOW.mp3","",""
"0","","","Many Moods Of Moses","Beenie Man","Who Am I","1997","0","","","","","1B","89.0557","3:44","192","7.51951 dB","mp3","2025-08-03T17:03:36.589","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Who Am I.mp3","",""
"0","","","Unfaithful Games","Teejay","Unfaithful Games","2020","0","","","","","12A","96.0000","4:39","192","-7.20846 dB","mp3","2025-08-03T17:03:36.601","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Unfaithful Games.mp3","",""
"0","","","Lala Salama","Diamond Platnumz","Lala Salama","2012","0","","","","","4B","90.0299","3:37","192","-8.55299 dB","mp3","2025-08-03T17:03:36.614","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Lala Salama.mp3","",""
"0","","","HEIS","Rema","YAYO","2024","0","","","","","7A","118.0000","2:31","192","-10.2303 dB","mp3","2025-08-03T17:03:36.628","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/YAYO.mp3","",""
"0","","","TOP BOY","SPINALL/Asake","Palazzo","2023","0","","","","","7A","116.0000","3:09","192","-6.80552 dB","mp3","2025-08-03T17:03:36.641","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Palazzo.mp3","",""
"0","","","Turn Off The Lights","TxC/Tony Duardo","Turn Off The Lights","2024","0","","","","","7A","114.0000","8:25","192","-6.33135 dB","mp3","2025-08-03T17:03:36.655","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Turn Off The Lights.mp3","",""
"0","","","Rave & Roses","Rema","Calm Down","2022","0","","","","","1B","107.0000","3:59","192","-9.6965 dB","mp3","2025-08-03T17:03:36.668","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Calm Down.mp3","",""
"0","","","MKK (feat. CowBoii, djygubzin.live & Ranger)","KMAT/CowBoii/djygubzin.live/Ranger","MKK (feat. CowBoii, djygubzin.live & Ranger)","2024","0","","","","","4A","112.0000","6:05","192","-9.41703 dB","mp3","2025-08-03T17:03:36.695","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/MKK (feat. CowBoii, djygubzin.live & Ranger).mp3","",""
"0","","","OLOLUFE MI","Jux/Diamond Platnumz","OLOLUFE MI","2024","0","","","","","4B","118.0000","4:19","192","-11.2725 dB","mp3","2025-08-03T17:03:36.709","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/OLOLUFE MI.mp3","",""
"0","","","RAVAGE","Rema","Trouble Maker","2023","0","","","","","2A","97.0000","2:46","192","-3.33157 dB","mp3","2025-08-03T17:03:36.723","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Trouble Maker.mp3","",""
"0","","","Ogechi (feat. Davido) [Remix]","BoyPee/Hyce/Brown Joel/Davido","Ogechi (feat. Davido) - Remix","2024","0","","","","","1B","140.0000","3:38","192","-8.0524 dB","mp3","2025-08-03T17:03:36.737","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ogechi (feat. Davido) - Remix.mp3","",""
"0","","","HEIS","Rema","AZAMAN","2024","0","","","","","4A","123.0000","2:38","192","-9.54788 dB","mp3","2025-08-03T17:03:36.751","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/AZAMAN.mp3","",""
"0","","","Dip (feat. Tommy Lee Sparta)","Teejay/Tommy Lee Sparta","Dip (feat. Tommy Lee Sparta)","2024","0","","","","","5A","102.0000","3:09","192","-7.99178 dB","mp3","2025-08-03T17:03:36.764","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Dip (feat. Tommy Lee Sparta).mp3","",""
"0","","","Tanzania (feat. Sino Msolo and Boibizza)","Uncle Waffles/Tony Duardo/BoiBizza/Sino Msolo","Tanzania (feat. Sino Msolo and Boibizza)","2022","0","","","","","2A","113.0000","3:55","192","-7.80507 dB","mp3","2025-08-03T17:03:36.777","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Tanzania (feat. Sino Msolo and Boibizza).mp3","",""
"2","2025-08-24T12:38:37.000","","Shu! (feat. Chley)","Diamond Platnumz/Chley","Shu! (feat. Chley)","2023","0","","","","","1A","112.0000","4:24","192","-10.0186 dB","mp3","2025-08-03T17:03:36.792","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Shu! (feat. Chley).mp3","",""
"0","","","BENIN BOYS","Rema/Shallipopi","BENIN BOYS","2024","0","","","","","2A","115.0000","3:02","192","-11.4421 dB","mp3","2025-08-03T17:03:36.805","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/BENIN BOYS.mp3","",""
"0","","","Grace","SPINALL/Fireboy DML","Sere","2020","0","","","","","6A","110.0000","3:13","192","-9.28624 dB","mp3","2025-08-03T17:03:36.818","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sere.mp3","",""
"0","","","HEIS","Rema","MARCH AM","2024","0","","","","","5A","141.0000","2:25","192","-10.3699 dB","mp3","2025-08-03T17:03:36.832","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/MARCH AM.mp3","",""
"0","","","Bula Nthweo (feat. Jelly Babie, Xduppy, Uncool MC & Ricky Lenyora)","Vetkuk/Mahoota/DJ Maphorisa/Jelly Babie/Xduppy/Uncool MC/Ricky Lenyora","Bula Nthweo (feat. Jelly Babie, Xduppy, Uncool MC & Ricky Lenyora)","2023","0","","","","","11A","113.0000","5:24","192","-7.7221 dB","mp3","2025-08-03T17:03:36.846","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Bula Nthweo (feat. Jelly Babie, Xduppy, Uncool MC & Ricky Lenyora).mp3","",""
"0","","","HEIS","Rema","OZEBA","2024","0","","","","","7A","74.0000","2:23","192","-10.676 dB","mp3","2025-08-03T17:03:36.859","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/OZEBA.mp3","",""
"0","","","Awuke","Davido/YG Marley","Awuke","2024","0","","","","","7B","114.0000","3:00","192","-9.31038 dB","mp3","2025-08-03T17:03:36.873","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Awuke.mp3","",""
"0","","","Yebo","TxC/Davido/LeeMcKrazy/Djy Biza/Tony Duardo","Yebo","2024","0","","","","","6A","112.0000","4:23","192","-3.81866 dB","mp3","2025-08-03T17:03:36.887","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Yebo.mp3","",""
"0","","","HEIS","Rema","EGUNGUN","2024","0","","","","","3A","123.0000","2:38","192","-10.4218 dB","mp3","2025-08-03T17:03:36.928","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/EGUNGUN.mp3","",""
"0","","","Inama (feat. Fally Ipupa)","Diamond Platnumz/Fally Ipupa","Inama (feat. Fally Ipupa)","2019","0","","","","","3B","106.0000","3:35","192","-9.89942 dB","mp3","2025-08-03T17:03:36.941","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Inama (feat. Fally Ipupa).mp3","",""
"0","","","Enjoy","Jux/Diamond Platnumz","Enjoy","2023","0","","","","","4B","116.0000","3:41","192","-11.0951 dB","mp3","2025-08-03T17:03:36.955","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Enjoy.mp3","",""
"0","","","Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo)","Tyler ICU/LeeMcKrazy/Tman Xpress/Visca/Ceeka RSA/Sjavasdadeejayj/Al xapo","Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo)","2024","5","","","","","10B","113.0000","5:42","192","-9.3484 dB","mp3","2025-08-03T17:03:36.968","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo).mp3","",""
"0","","","Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee)","Uncle Waffles/Royal MusiQ/OHP Sage/Pcee","Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee)","2024","0","","","","","12A","112.0000","5:14","192","-3.46336 dB","mp3","2025-08-03T17:03:36.982","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee).mp3","",""
"0","","","Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza)","Felo Le Tee/Scotts Maphuma/Thabza Tee/DJ Maphorisa/Djy Biza","Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza)","2024","0","","","","","4A","113.0000","6:45","192","-8.16748 dB","mp3","2025-08-03T17:03:36.996","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza).mp3","",""
"0","","","Abo Mvelo (feat. Mellow & Sleazy & M.J)","Daliwonga/Mellow & Sleazy/M.J","Abo Mvelo (feat. Mellow & Sleazy & M.J)","2022","0","","","","","3A","112.0000","5:13","192","-3.56862 dB","mp3","2025-08-03T17:03:37.010","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Abo Mvelo (feat. Mellow & Sleazy & M.J).mp3","",""
"0","","","HEHEHE","Rema","HEHEHE","2024","0","","","","","3A","122.0000","1:53","192","-11.036 dB","mp3","2025-08-03T17:03:37.023","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/HEHEHE.mp3","",""
"0","","","HEIS","Rema/ODUMODUBLVCK","WAR MACHINE","2024","0","","","","","12A","100.0000","2:37","192","-9.46186 dB","mp3","2025-08-03T17:03:37.036","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/WAR MACHINE.mp3","",""
"0","","","Stubborn","Victony","Risk","2024","0","","","","","7A","154.0000","3:22","192","-4.93235 dB","mp3","2025-08-03T17:03:37.042","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Risk 2.mp3","",""
"0","","","Kwakhanya","Sam Deep/Azana","BoGogo","2024","0","","","","","11A","113.0000","4:00","192","-1.43879 dB","mp3","2025-08-03T17:03:37.057","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/BoGogo.mp3","",""
"0","","","RAVAGE","Rema","Red Potion","2023","0","","","","","11A","102.0000","2:54","192","-8.79944 dB","mp3","2025-08-03T17:03:37.071","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Red Potion.mp3","",""
"0","","","Timeless","Davido/Musa Keys","UNAVAILABLE (feat. Musa Keys)","2023","5","","","","","8A","113.0000","3:09","192","-6.87338 dB","mp3","2025-08-03T17:03:37.085","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/UNAVAILABLE (feat. Musa Keys).mp3","",""
"0","","","Saba Julukisa (feat. Mfana Kah Gogo & Spux)","Dj Karri/Deep Saints/Mfana Kah Gogo/Spux","Saba Julukisa (feat. Mfana Kah Gogo & Spux)","2023","0","","","","","8A","112.0000","3:57","192","-2.10783 dB","mp3","2025-08-03T17:03:37.099","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Saba Julukisa (feat. Mfana Kah Gogo & Spux).mp3","",""
"0","","","TOP BOY","SPINALL/Fireboy DML/6LACK","Sere (Remix)","2023","0","","","","","6A","110.0000","3:14","192","-8.81636 dB","mp3","2025-08-03T17:03:37.112","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Sere (Remix).mp3","",""
"0","","","Manzi Nte (feat. Masterpiece YVK, Ceeka RSA, M.J, Silas Africa & Al Xapo)","Tyler ICU/DJ Maphorisa/Masterpiece YVK/Ceeka RSA/M.J/Silas Africa/Al Xapo","Manzi Nte (feat. Masterpiece YVK, Ceeka RSA, M.J, Silas Africa & Al Xapo)","2024","5","","","","","2A","113.0000","5:43","192","-8.82523 dB","mp3","2025-08-03T17:03:37.126","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Manzi Nte (feat. Masterpiece YVK, Ceeka RSA, M.J, Silas Africa & Al Xapo).mp3","",""
"0","","","One Call","SPINALL/Omah Lay/Tyla","One Call","2024","0","","","","","4A","109.0000","2:41","192","-9.12459 dB","mp3","2025-08-03T17:03:37.140","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/One Call.mp3","",""
"1","2025-09-02T11:08:53.000","","Drift","Teejay","Drift","2023","0","","","","","7A","99.9722","6:12","192","-7.34927 dB","mp3","2025-08-03T17:03:37.153","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Drift.mp3","",""
"0","","","Isimo","Kabza De Small/Mthunzi/DJ Maphorisa/Young Stunna/Sizwe Alakine/Umthakathi Kush","Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)","2023","0","","","","","11B","113.0000","4:01","192","-5.50894 dB","mp3","2025-08-03T17:03:37.166","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush).mp3","",""
"0","","","Never Complain (feat. Masicka)","Teejay/Masicka","Never Complain (feat. Masicka)","2024","0","","","","","2A","90.0000","3:02","128","-8.70589 dB","mp3","2025-08-03T17:03:37.180","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Never Complain (feat. Masicka).mp3","",""
"0","","","Kamata","Diamond Platnumz","Kamata","2021","0","","","","","11A","97.0000","2:18","192","-10.2865 dB","mp3","2025-08-03T17:03:37.207","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Kamata.mp3","",""
"0","","","RAVAGE","Rema","DND","2023","0","","","","","6B","107.0000","2:54","192","-8.40368 dB","mp3","2025-08-03T17:03:37.221","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/DND.mp3","",""
"0","","","HEIS","Rema","HEIS","2024","0","","","","","11B","126.0000","2:37","192","-9.39967 dB","mp3","2025-08-03T17:03:37.234","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/HEIS.mp3","",""
"0","","","Afrikan Sauce","Sauti Sol/Burna Boy","Afrikan Star","2019","0","","","","","8B","95.0000","3:24","128","-6.48681 dB","mp3","2025-08-03T17:03:37.249","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Afrikan Star.mp3","",""
"0","","","Gilikidi (feat. Pcee, LungaSlimKat, Ray & Jay)","Justin99/Nobantu Vilakazi/Pcee/LungaSlimKat/Ray/Jay","Gilikidi (feat. Pcee, LungaSlimKat, Ray & Jay)","2024","0","","","","","4A","113.0000","5:58","128","-3.55218 dB","mp3","2025-08-03T17:03:37.263","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Gilikidi (feat. Pcee, LungaSlimKat, Ray & Jay).mp3","",""
"0","","","PSYCHODRAMA","Dave/Burna Boy","Location (feat. Burna Boy)","2019","0","","","","","8B","110.0000","4:12","128","-8.328 dB","mp3","2025-08-03T17:03:37.275","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Location (feat. Burna Boy).mp3","",""
"0","","","MEXE","Yan Cloud/Zamba","MEXE","2024","0","","","","","7A","116.0000","2:50","128","-9.40749 dB","mp3","2025-08-03T17:03:37.289","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/MEXE.mp3","",""
"0","","","Lungu Boy","Asake/Travis Scott","Active","2024","0","","","","","5A","112.9767","3:04","128","-8.32465 dB","mp3","2025-08-03T17:03:37.303","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Active.mp3","",""
"0","","","Amapiano Planet","Bluenax","Spongebob Amapiano","2023","0","","","","","9A","112.0000","3:12","128","-6.4379 dB","mp3","2025-08-03T17:03:37.316","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Spongebob Amapiano.mp3","",""
"0","","","Os Tincoãs","Os Tincoãs","Chorojô","1982","0","","","","","10A","113.0833","3:18","128","-5.57044 dB","mp3","2025-08-03T17:03:37.330","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Chorojô.mp3","",""
"0","","","Universal (Amapiano)","Cull Mobb","Universal (Amapiano)","2024","0","","","","","9A","112.0000","4:04","128","-7.98278 dB","mp3","2025-08-03T17:03:37.343","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Universal (Amapiano).mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep","Mad 06","2024","0","","","","","9A","112.0000","7:23","128","-5.62865 dB","mp3","2025-08-03T17:03:37.356","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Mad 06.mp3","",""
"0","","","Lungu Boy","Asake/Central Cee","Wave","2024","0","","","","","12A","114.0000","3:45","128","-8.74901 dB","mp3","2025-08-03T17:03:37.371","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Wave.mp3","",""
"0","","","Mixtape Domination","Tony Mix","Banger","2024","0","","","","","9A","113.0000","3:26","128","-5.49998 dB","mp3","2025-08-03T17:03:37.385","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Banger.mp3","",""
"0","","","All You Need Is Piano 2","Mr JazziQ/Pcee/Justin99/Ma'Ten/Jandas","Hamba naye (feat. Pcee, Justin99, MaTen & Jandas)","2023","0","","","","","9A","112.0000","6:05","128","-1.71594 dB","mp3","2025-08-03T17:03:37.398","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Hamba naye (feat. Pcee, Justin99, MaTen & Jandas).mp3","",""
"0","","","Baby Boy II: Reloaded","Vigro Deep/Nokwazi","Vula Vala","2019","0","","","","","12A","113.0000","6:15","128","-3.89786 dB","mp3","2025-08-03T17:03:37.412","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Vula Vala 2.mp3","",""
"0","","","Afrikan Sauce","Sauti Sol/Patoranking","Melanin","2019","0","","","","","10A","95.0000","4:35","128","-7.55024 dB","mp3","2025-08-03T17:03:37.426","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Melanin.mp3","",""
"0","","","Nnya Nnya","Steena/Yung Silly Coon","Nnya Nnya","2024","0","","","","","8A","114.0000","5:11","128","-3.09548 dB","mp3","2025-08-03T17:03:37.439","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Nnya Nnya.mp3","",""
"0","","","Mama","Pcee/Officixl Rsa","Gabriella (feat. Officixl RSA)","2023","0","","","","","8A","112.0000","6:25","128","-2.69485 dB","mp3","2025-08-03T17:03:37.454","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Gabriella (feat. Officixl RSA).mp3","",""
"0","","","Yini Ngathi","Felo Le Tee/LeeMcKrazy/Keynote","Yini Ngathi (Insane)","2023","0","","","","","2A","112.0000","4:39","128","-5.23449 dB","mp3","2025-08-03T17:03:37.467","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Yini Ngathi (Insane).mp3","",""
"0","","","The Grass is Greener","Mr JazziQ/Vigro Deep","Fede","2024","0","","","","","11A","112.0000","6:35","128","-0.650325 dB","mp3","2025-08-03T17:03:37.480","../../../Volumes/Macintosh HD/Users/eliezer/Documents/DjZeze/Amapiano-afrobeat-kuduro/Fede.mp3","",""
